Trigger Description	Trigger Reference Name	Event When to Test	Ancillary to Award	Chance	Base Condition	Conditions (separated by comma)
-	Protector_of_the_Holy_Sepulchre_trigger	CharacterTurnEndInSettlement	Protector_of_the_Holy_Sepulchre	100	IsGeneral	FactionReligion catholic, not FactionwideAncillaryExists Protector_of_the_Holy_Sepulchre, EndedInSettlement, SettlementName Jerusalem_Province,  Attribute piety >= 3
-	Provincial_Hetman_trigger	CharacterTurnEndInSettlement	Provincial_Hetman	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Provincial_Hetman, FactionType bohemia, Attribute Loyalty >= 5, Attribute Command >= 2, Attribute Authority >= 1, EndedInSettlement, SettlementName Prague_Province
-	Royal_Earl_trigger	CharacterTurnEndInSettlement	Royal_Earl	70	IsGeneral	FactionType sweden, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Command >= 2,  Attribute Loyalty >= 6, not FactionwideAncillaryExists Royal_Earl
-	Royal_Governor_trigger	CharacterTurnEndInSettlement	Royal_Governor	70	IsFactionHeir	not FactionwideAncillaryExists Royal_Governor, FactionType aragon, I_TurnNumber  >= 540
-	Royal_Lieutenant_trigger	CharacterTurnEndInSettlement	Royal_Lieutenant	50	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 3, Attribute Command >= 2,  not FactionType sweden, not FactionType england, not FactionType france, not FactionType scotland, FactionCultureType northern_european, SettlementBuildingExists = Lan
-	Rum_Emperor_trigger	CharacterTurnEndInSettlement	Rum_Emperor	100	IsFactionLeader	FactionCultureType middle_eastern,  EndedInSettlement, SettlementName Constantinople_Province
-	russian_administrator_trigger	CharacterTurnEndInSettlement	russian_administrator	100	IsGeneral	FactionCultureType eastern_european, SettlementBuildingExists = royal_volosti, not HasAncType politics 
-	russian_Chamberlain_trigger	CharacterTurnEndInSettlement	russian_Chamberlain	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics,  Attribute Loyalty >= 5, not FactionwideAncillaryExists russian_Chamberlain, FactionReligion orthodox, not FactionType byzantium
-	russian_Chancellor_trigger	CharacterTurnEndInSettlement	russian_Chancellor	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics,  Attribute Loyalty >= 5,  not FactionwideAncillaryExists russian_Chancellor, FactionReligion orthodox, not FactionType byzantium
-	russian_Constable_trigger	CharacterTurnEndInSettlement	russian_Constable	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 5, Attribute Command >= 2, Attribute Authority >= 1, not FactionwideAncillaryExists russian_Constable, FactionReligion orthodox, not FactionType byzantium
-	russian_Duke_trigger	CharacterTurnEndInSettlement	russian_Duke	100	IsGeneral	FactionCultureType eastern_european, Attribute Command >= 2,  SettlementBuildingExists = merchant_district
-	russian_Marshall_trigger	PostBattle	russian_Marshall	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 5, Attribute Command >= 3, Attribute Authority >= 1, not FactionwideAncillaryExists russian_Marshall, FactionReligion orthodox, not FactionType byzantium
-	russian_Mayor_trigger	CharacterTurnEndInSettlement	russian_Mayor	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Command >= 2,  Attribute Loyalty >= 4, FactionReligion orthodox, not FactionType byzantium, SettlementBuildingExists = Korolevskiy
-	russian_Prince_trigger	CharacterTurnEndInSettlement	russian_Prince	100	IsGeneral	FactionCultureType eastern_european, SettlementBuildingExists = Udelnoye, not HasAncType politics
-	russian_republic_trigger	CharacterTurnEndInSettlement	russian_republic	100	IsFactionLeader	FactionCultureType eastern_european, SettlementBuildingExists = Sovyet, FactionReligion orthodox, not FactionType byzantium, not FactionwideAncillaryExists russian_republic
-	russian_steward_trigger	CharacterTurnEndInSettlement	russian_steward	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 6, not FactionwideAncillaryExists russian_steward, FactionReligion orthodox, not FactionType byzantium
-	russian_Viceroy_trigger	CharacterTurnEndInSettlement	russian_Viceroy	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, FactionReligion orthodox, not FactionType byzantium, SettlementBuildingExists Namestnichestvo
-	scottish_lord_marcher_trigger	PostBattle	scottish_lord_marcher	100	IsGeneral	FactionType scotland, TimeInRegion > 3, not FactionwideAncillaryExists scottish_lord_marcher, Attribute Command >= 2,  Attribute Loyalty >= 5, Attribute Authority>= 1, not HasAncType politics
-	Sebastocrat_trigger	CharacterTurnEndInSettlement	Sebastocrat	100	IsGeneral	FactionCultureType greek, Attribute Loyalty >= 7, not HasAncType politics
-	Secret_Chancellor_trigger	CharacterTurnEndInSettlement	Secret_Chancellor	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType hungary, not FactionwideAncillaryExists Secret_Chancellor, Attribute Command >= 2,  Attribute Loyalty >= 7, Attribute Authority>= 2
-	Senescalus_trigger	CharacterTurnEndInSettlement	Senescalus	20	IsGeneral	FactionReligion catholic, not HasAncType Religion, FactionBuildingExists templar, Attribute Piety >= 5, Attribute Command >= 5, not WorldwideAncillaryExists Senescalus
-	Seneschal_of_Cyprus_trigger	CharacterTurnEndInSettlement	Seneschal_of_Cyprus	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType armenia, not FactionwideAncillaryExists Seneschal_of_Cyprus, EndedInSettlement, SettlementName Nicosia_Province, TimeInRegion > 2, Attribute Authority>= 1, Attribute Command >= 3, Attribute Loyalty>= 4, not FactionReligion shia, FactionReligion islam, FactionReligion pagan
-	Seneschal_of_Scotland_trigger	PostBattle	Seneschal_of_Scotland	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType scotland, not FactionwideAncillaryExists Seneschal_of_Scotland, Attribute Loyalty >= 5,  Attribute Authority>= 1, Attribute Command >= 3
-	senior_commune_judge_trigger	CharacterTurnEndInSettlement	senior_commune_judge	100	IsGeneral	FactionReligion catholic, not HasAncType politics, Attribute Command >= 3, SettlementBuildingExists merchant_estates, TimeInRegion > 10
-	Slavic_duke_trigger	CharacterTurnEndInSettlement	Slavic_duke	100	IsGeneral	FactionCultureType eastern_european, Attribute Command >= 3, not HasAncType Security  
-	Son_of_Armenia_trigger	CharacterTurnEndInSettlement	Son_of_Armenia	70	IsGeneral	not IsFactionLeader, FactionType armenia, Attribute Command>= 5, Attribute Loyalty >= 5, EndedInSettlement, SettlementName Adana_Province, not HasAncType award
-	Spanish_chancellor_trigger	CharacterTurnEndInSettlement	Spanish_chancellor	70	AgentType = priest	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, not FactionwideAncillaryExists Spanish_chancellor
-	Spanish_Constable_trigger	PostBattle	Spanish_Constable	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, not FactionwideAncillaryExists Spanish_Constable, Attribute Command>= 5, Attribute Authority >= 2
-	Spanish_Royal_Banner_bearer_trigger	PostBattle	Spanish_Royal_Banner_bearer	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, not FactionwideAncillaryExists Spanish_Royal_Banner_bearer, Attribute Command>= 4, Attribute Loyalty >= 5
-	Spanish_Royal_Chamberlain_trigger	CharacterTurnEndInSettlement	Spanish_Royal_Chamberlain	20	IsFactionLeader	FactionType spain, not FactionwideAncillaryExists Spanish_Royal_Chamberlain
-	Spanish_Royal_notary_trigger	CharacterTurnEndInSettlement	Spanish_Royal_notary	20	IsFactionLeader	FactionType spain, not FactionwideAncillaryExists Spanish_Royal_notary
-	Spanish_Royal_steward_trigger	CharacterTurnEndInSettlement	Spanish_Royal_steward	20	IsFactionLeader	FactionType spain, not FactionwideAncillaryExists Spanish_Royal_steward
-	Spanish_Viceroy_trigger	CharacterTurnEndInSettlement	Spanish_Viceroy	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, I_TurnNumber  >= 340, Attribute Loyalty >= 5
-	stabilarius_trigger	PostBattle	stabilarius	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType northern_european, not FactionType norway, not FactionType england, not FactionType scotland, not FactionType france, not HasAncType politics, Attribute Loyalty >= 6, Attribute Authority>= 2, not FactionwideAncillaryExists stabilarius
-	standardbearer_of_Rome_trigger	PostBattle	standardbearer_of_Rome	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType papacy, not HasAncType politics, not FactionwideAncillaryExists standardbearer_of_Rome, Attribute piety>= 3
-	steppe_chancellor_trigger	CharacterTurnEndInSettlement	steppe_chancellor	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType steppe, not FactionwideAncillaryExists steppe_chancellor, Attribute Loyalty >= 6
-	steppe_high_Judge_trigger	CharacterTurnEndInSettlement	steppe_high_Judge	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType steppe, not HasAncType politics, not FactionwideAncillaryExists steppe_high_Judge
-	steppe_King_trigger	CharacterTurnEndInSettlement	steppe_King	100	IsGeneral	FactionCultureType steppe, not IsFactionLeader, not IsFactionHeir, Authority >= 3, Attribute Command >= 2
-	steppe_Marshall_trigger	CharacterTurnEndInSettlement	steppe_Marshall	100	IsGeneral	FactionCultureType steppe, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Command >= 4, Attribute Loyalty >= 5, not FactionwideAncillaryExists steppe_Marshall
-	steppe_Muslim_Governor_trigger	CharacterTurnEndInSettlement	steppe_Muslim_Governor	100	IsGeneral	FactionCultureType steppe, SettlementBuildingExists Masjid_Asim, not FactionwideAncillaryExists steppe_Muslim_Governor, not HasAncType politics
-	steppe_Regional_Governor_trigger	CharacterTurnEndInSettlement	steppe_Regional_Governor	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType steppe, not HasAncType politics, SettlementBuildingExists Zarlig
-	steward_for_fiefs_trigger	CharacterTurnEndInSettlement	steward_for_fiefs	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists steward_for_fiefs, FactionType bohemia, Attribute Loyalty >= 4
-	steward_of_France_trigger	CharacterTurnEndInSettlement	steward_of_France	100	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty >= 4, not FactionwideAncillaryExists hungarian_master_of_janitors
-	steward_of_kings_court_trigger	CharacterTurnEndInSettlement	steward_of_kings_court	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not FactionwideAncillaryExists steward_of_kings_court, Attribute Loyalty >= 4, FactionType bohemia, not HasAncType politics
-	steward_of_normandy_trigger	PostBattle	steward_of_normandy	100	IsGeneral	FactionReligion catholic, Attribute Loyalty >= 6, not FactionwideAncillaryExists steward_of_normandy, EndedInSettlement, SettlementName Rouen_Province, TimeInRegion > 3, FactionCultureType northern_european, not FactionType denmark, not FactionType norway, not FactionType scotland, not FactionType sweden
-	steward_of_the_Crown_trigger	CharacterTurnEndInSettlement	steward_of_the_Crown	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType northern_european, not FactionType norway, not FactionType england, not FactionType scotland, not FactionType france, not HasAncType politics, Attribute Loyalty >= 6, Attribute Authority>= 2, not FactionwideAncillaryExists steward_of_the_crown
-	Strator_trigger	CharacterTurnEndInSettlement	Strator	100	IsGeneral	FactionReligion catholic, not HasAncType Religion, SettlementBuildingExists Commendaria
-	Substrator_trigger	CharacterTurnEndInSettlement	Substrator	100	IsGeneral	FactionReligion catholic, not HasAncType Religion, SettlementBuildingExists Commendaria
-	Sultan_of_Sultans_trigger	CharacterTurnEndInSettlement	Sultan_of_Sultans	100	IsFactionLeader	FactionCultureType middle_eastern, FactionType turks, EndedInSettlement, SettlementName Constantinople_Province
-	Sultan_of_the_Jihad_trigger	PostBattle	Sultan_of_the_Jihad	100	IsFactionLeader	FactionCultureType middle_eastern, not FactionwideAncillaryExists Sultan_of_the_Jihad, IsOnJihad
-	Sultan_trigger	CharacterTurnEndInSettlement	Sultan	100	IsFactionLeader	FactionCultureType middle_eastern, not FactionwideAncillaryExists Sultan
-	Sultans_Commander_of_the_Guard_trigger	PostBattle	Sultans_Commander_of_the_Guard	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Sultans_Commander_of_the_Guard, FactionCultureType middle_eastern, not FactionType egypt, not FactionType moors, not FactionType syria,  Attribute Loyalty >= 6,  Attribute command >= 2, Attribute Authority>= 1
-	Supervisor_of_the_Mint_trigger	CharacterTurnEndInSettlement	Supervisor_of_the_Mint	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Supervisor_of_the_Mint, Attribute Loyalty >= 6, FactionCultureType middle_eastern, Attribute Authority>= 1, SettlementBuildingExists Diwan_alAzim
-	Supreme_Commander_trigger	PostBattle	Supreme_Commander	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Supreme_Commander, FactionCultureType middle_eastern, not FactionType moors, Attribute Loyalty >= 6,  Attribute command >= 4, Attribute Authority>= 1
-	Supreme_Judge_of_Baghdad_trigger	CharacterTurnEndInSettlement	Supreme_Judge_of_Baghdad	100	IsGeneral	FactionReligion islam, not HasAncType politics, not FactionwideAncillaryExists Supreme_Judge_of_Baghdad, EndedInSettlement, SettlementName Baghdad_Province, Attribute Loyalty >= 6,  Attribute piety >= 2, Attribute Authority>= 1
-	Sword_of_the_messiah_trigger	PostBattle	Sword_of_the_messiah	100	IsFactionLeader	FactionType georgia, not I_WorldwideAncillaryExists Sword_of_the_messiah, Attribute piety>= 5
-	Swordbearer_of_Egypt_trigger	PostBattle	Swordbearer_of_Egypt	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Swordbearer_of_Egypt, FactionType egypt, Loyalty >= 6,  Attribute command >= 2, Attribute Authority>= 1
-	syrian_army_clerk_trigger	CharacterTurnEndInSettlement	syrian_army_clerk	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType syria, not FactionwideAncillaryExists Syrian_clerk, Attribute Loyalty >= 6, not HasAncType politics
-	syrian_bedouin_lord_trigger	CharacterTurnEndInSettlement	syrian_bedouin_lord	70	IsGeneral	FactionType syria, not HasAncType politics, not FactionwideAncillaryExists syrian_bedouin_lord, Loyalty >= 6,  Attribute command >= 2, Attribute Authority>= 1
-	Syrian_Head_of_Militia_trigger	CharacterTurnEndInSettlement	Syrian_Head_of_Militia	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Syrian_Head_of_Militia, FactionType syria, Attribute Loyalty >= 6,  Attribute command >= 3, Attribute Authority>= 1
-	Syrian_Head_of_Security_trigger	CharacterTurnEndInSettlement	Syrian_Head_of_Security	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Syrian_Head_of_Security, FactionType syria, Attribute Loyalty >= 6,  Attribute command >= 1, Attribute Authority>= 1
-	Syrian_Marshall_trigger	PostBattle	Syrian_Marshall	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not FactionwideAncillaryExists Syrian_Marshall, FactionType syria, Attribute Loyalty >= 5,  Attribute command >= 5, Attribute Authority>= 1
-	Tenant_Royal_trigger	CharacterTurnEndInSettlement	Tenant_Royal	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not FactionwideAncillaryExists Tenant_Royal, EndedInSettlement, SettlementName Skalholt_Province, FactionCultureType northern_european, not FactionType england, not FactionType france, not FactionType scotland
-	Tribal_High_King_of_Scotland_trigger	CharacterTurnEndInSettlement	Tribal_High_King_of_Scotland	100	IsFactionLeader	FactionType scotland
-	Tsar_of_Bulgaria_trigger	CharacterTurnEndInSettlement	Tsar_of_Bulgaria	100	IsGeneral	not WorldwideAncillaryExists Tsar_of_Bulgaria, EndedInSettlement, SettlementName Silistra_Province, TimeInRegion > 3, Attribute Command >= 3,  AttributeAuthority >= 4
-	Turcopolier_trigger	CharacterTurnEndInSettlement	Turcopolier	100	IsGeneral	FactionReligion catholic, not HasAncType Religion, SettlementBuildingExists Turris, Attribute Command >= 3, not WorldwideAncillaryExists Turcopolier
-	Turkic_chancellor_trigger	CharacterTurnEndInSettlement	Turkic_chancellor	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Turkic_chancellor, FactionCultureType middle_eastern, not FactionType egypt, not FactionType moors, not FactionType syria,  Attribute Loyalty >= 6,  Attribute command >= 1, Attribute Authority>= 1
-	Turkish_duke_trigger	CharacterTurnEndInSettlement	Turkish_duke	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, Attribute Command >= 1,  Attribute Loyalty >= 5, FactionCultureType middle_eastern, not FactionType egypt, not FactionType moors, not FactionType syria
-	Venetian_Admiral_trigger	PostBattle	Venetian_Admiral	70	IsAdmiral	FactionType venice, Attribute NavalCommand >= 3, not FactionwideAncillaryExists Venetian_Admiral
-	venetian_armada_commander_trigger	PostBattle	venetian_armada_commander	100	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 2
-	venetian_galley_commander_trigger	PostBattle	venetian_galley_commander	100	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 1
-	venetian_garrison_comm1_trigger	CharacterTurnEndInSettlement	venetian_garrison_comm1	70	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 1
-	venetian_garrison_comm2_trigger	CharacterTurnEndInSettlement	venetian_garrison_comm2	70	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 1
-	venetian_garrison_comm3_trigger	CharacterTurnEndInSettlement	venetian_garrison_comm3	70	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 1
-	Venetian_Marshall_trigger	CharacterTurnEndInSettlement	Venetian_Marshall	70	IsGeneral	FactionType venice, not HasAncType politics, Attribute Command >= 2,  Attribute Loyalty >= 5, not FactionwideAncillaryExists Venetian_Marshall, EndedInSettlement, SettlementName Venice_Province, not IsFactionLeader, not IsFactionHeir
-	venetian_patrol_commander_trigger	PostBattle	venetian_patrol_commander	100	IsAdmiral	FactionType venice, not HasAncType politics, Attribute NavalCommand >= 1
-	venetian_provost_trigger	PostBattle	venetian_provost	70	IsGeneral	FactionType venice, not HasAncType politics, not IsFactionLeader, not IsFactionHeir, Attribute Command >= 3,  Attribute Loyalty >= 6
-	Venetian_Supreme_Commander_trigger	PostBattle	Venetian_Supreme_Commander	70	IsGeneral	FactionType venice, Attribute Command >= 5, Attribute Loyalty >= 6, not FactionwideAncillaryExists Venetian_Supreme_Commander, EndedInSettlement, SettlementName Venice_Province, not IsFactionLeader, not IsFactionHeir, Attribute Authority>= 1
-	Vicar_of_Verona_trigger	CharacterTurnEndInSettlement	Vicar_of_Verona	100	AgentType = priest	FactionReligion catholic, not HasAncType secular, not FactionwideAncillaryExists Vicar_of_Verona,  EndedInSettlement, SettlementName Verona_Province, Attribute piety >= 3
-	Vice_Chamberlain_trigger	CharacterTurnEndInSettlement	Vice_Chamberlain	70	IsGeneral	FactionType bohemia, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Vice_Chamberlain, Attribute Loyalty >= 6,  Attribute command >= 1, Attribute Authority>= 1
-	Vice_President_trigger	BecomeFactionHeir	Vice_President	100	IsFactionHeir	FactionType venice, not HasAncType politics, not FactionwideAncillaryExists Vice_President, EndedInSettlement, SettlementName Venice_Province
-	Viceroy_of_Egypt_trigger	CharacterTurnEndInSettlement	Viceroy_of_Egypt	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType middle_eastern, not FactionwideAncillaryExists Viceroy_of_Egypt, Attribute Loyalty >= 5, Attribute Command>= 1, Attribute Authority>= 1
-	Viceroy_of_Estonia_trigger	CharacterTurnEndInSettlement	Viceroy_of_Estonia	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionReligion catholic, not FactionType lithuania, not FactionwideAncillaryExists Viceroy_of_Estonia, EndedInSettlement, SettlementName Tallinn_Province, Attribute Loyalty >= 5, Attribute Command>= 3, Attribute Authority>= 1
-	Viceroy_trigger	CharacterTurnEndInSettlement	Viceroy	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, FactionType aragon, not FactionwideAncillaryExists Viceroy, Attribute Loyalty >= 5, Attribute Authority>= 2
