Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
slave	Ireland ; Kings of Magh Luirg	36	england	Maelruanaidh mac_Tadhg	named character	male	-	-	22	79	302	-	-	irish_foot_sergeants, irish_heavy_inf, irish_pikemen, irish_pikemen, irish_pikemen, irish_skirmishers,  european_archers
slave	Ireland ; Kings of Magh Luirg	37	england	Tadhg mac_Maelruanaidh	named character	male	-	-	9	77	304	-	-	irish_lesser_lords, irish_infantry, irish_raiders
slave	Ireland ; Kings of Mide	38	england	Mael_Sechlainn mac_Conchobair	named character	male	-	-	23	92	302	-	psfanc_Dundalk	irish_guards, irish_pikemen, irish_infantry, irish_pikemen, irish_skirmishers, european_archers
slave	Ireland ; Kings of Síol Anmchadha	39	england	Madudan Ua_Madadhan	named character	male	-	-	25	84	297	-	psfanc_Athlone	irish_lesser_lords, irish_raiders, irish_skirmishers
slave	Ireland ; Kings of Síol Anmchadha	40	england	Gillafin Mac_Coulahan	named character	male	-	-	12	81	295	-	psfanc_Teach_nEachach	irish_lesser_lords
slave	Ireland ; kings of Uí Failghe	41	england	Conchobar mac_Congalaig	named character	male	-	-	17	89	297	-	psfanc_Clonard	irish_foot_sergeants, irish_skirmishers
slave	Ireland ; Uí Maine	42	england	Aed Ua_Cellaigh	named character	male	-	-	16	85	299	-	-	irish_lesser_lords, irish_heavy_inf, irish_infantry, irish_infantry
slave	Ireland ; kings of Ulster	43	england	Goll Ua_Mathgamna	named character	male	-	-	57	87	309	-	-	irish_guards, irish_heavy_inf, irish_infantry, irish_pikemen, irish_infantry, irish_skirmishers, european_archers
slave	Ireland ; kings of Ulster	44	england	Donn_Sleibe mac_Eochada	named character	male	-	-	36	93	313	-	 psfanc_Dunluce_Castle	irish_guards, irish_heavy_inf, irish_infantry, irish_infantry
slave	Ireland ; kings of Ulster	45	england	Donnchad mac_Duinn_Sleibe	named character	male	-	-	19	94	310	-	-	irish_lesser_lords, irish_heavy_inf, irish_infantry, irish_pikemen, irish_pikemen, irish_raiders, irish_skirmishers, european_archers
slave	Ireland ; kings of Ulster	46	england	Eochaid mac_Duinn_Sleibe	named character	male	-	-	17	95	307	-	psfanc_Belfast	irish_lesser_lords, irish_raiders, irish_skirmishers
slave	georgia ; king of Kakheti	47	georgia	Aghsartan of_Kakheti	named character	male	-	-	50	389	199	-	-	georgian_bodyguards, turcoman_horse_archers, georgian_light_archers, georgian_feudal_cav, georgian_horse_archers, georgian_horse_archers, georgian_light_archers, georgian_peasant_spearmen, georgian_peasant_spearmen, georgian_peasant_spearmen, georgian_skirmishers, georgian_skirmishers, georgian_spearmen
slave	georgia ; son of Aghsartan of Kakheti	48	georgia	Kvirike of_Kakheti	named character	male	-	-	30	393	202	-	psfanc_Dmanisi	georgian_bodyguards, georgian_peasant_spearmen, georgian_peasant_spearmen, georgian_feudal_cav, georgian_horse_archers, georgian_light_archers, georgian_light_archers
slave	georgia ; son of Aghsartan of Kakheti	49	georgia	Aghsartan_i of_Kakheti	named character	male	-	-	18	393	199	-	-	georgian_feudal_cav, georgian_peasant_spearmen, georgian_garrison_spearmen, georgian_garrison_spearmen, georgian_horse_archers, georgian_light_archers, georgian_archers
slave	georgia ;Duke of Kldekari, intelligent	50	georgia	Ivane Liparitisdze	named character	male	-	-	55	384	204	-	psfanc_Akhaltsikhe	georgian_bodyguards, georgian_archers, georgian_feudal_cav, georgian_horse_archers, georgian_horse_archers, georgian_light_archers, georgian_light_archers, georgian_peasant_spearmen, georgian_spearmen, georgian_skirmishers, georgian_spearmen, georgian_spearmen
slave	georgia ; son of Ivane Liparitisdze	51	georgia	Liparit Liparitisdze	named character	male	-	-	24	386	202	-	psfanc_Vardzia	georgian_feudal_cav, georgian_archers, georgian_peasant_spearmen, georgian_spearmen, georgian_skirmishers, georgian_horse_archers
slave	Alania ; son of Demetre Bagrationi	52	georgia	David Bagrationi	named character	male	-	-	38	401	206	-	-	georgian_bodyguards, alan_horse_archers, alan_horse_archers, turcoman_horse_archers, georgian_archers, georgian_horse_archers, georgian_peasant_spearmen, georgian_peasant_spearmen, georgian_peasant_spearmen, georgian_skirmishers, georgian_skirmishers, caspian_archers, georgian_archers, georgian_archers
slave	Alania ;king of the Osi, son of David Bagrationi	53	georgia	Aton Bagrationi	named character	male	-	-	20	399	207	-	psfanc_Telavi	alan_horse_archers, alan_horse_archers, turcoman_horse_archers, georgian_archers, georgian_garrison_spearmen, georgian_skirmishers
slave	Alania ; king of the Osi, son of David Bagrationi	54	georgia	Jadaron Bagrationi	named character	male	-	-	5	405	205	-	-	alan_horse_archers, georgian_archers, georgian_garrison_spearmen, georgian_skirmishers, nomad_turkish_cav, georgian_spearmen
slave	Barcelona ;El Cid Campeador	55	aragon	Rodrigo Diaz de_Vivar	named character	male	-	-	37	139	199	-	-	aragon_knights, catalan_spearmen, catalan_spearmen, aragonese_almogavars, aragonese_almogavars, aragonese_almogavars, aragonese_light_cav, aragonese_light_cav, european_spearmen,  european_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_archers, european_archers, european_armoured_infantry, european_mounted_sergeants
slave	Barcelona ; brother of Ramon Berenguer	56	aragon	Berenguer_sra de_Barcelone	named character	male	-	-	27	143	202	-	-	aragonese_house_knights
slave	Northern France ;Count of Kernev, Duke of Brittany	58	france	Hoel_mb  de_Cornouaille	named character	male	-	-	53	119	251	-	-	european_knights, norman_cavalry, french_mounted_sergeants, french_citizen_militia, french_citizen_militia, french_citizen_militia, french_foot_sergeants, french_foot_sergeants, french_levies, french_levies, european_spearmen, european_spearmen, european_commoner_spearmen, european_archers, european_archers, european_archers, european_armoured_infantry
slave	Northern France ;count of Penthièvre	59	france	Geoffroy	named character	male	-	-	43	109	250	-	-	european_knights, french_mounted_sergeants, french_citizen_militia, french_citizen_militia, french_citizen_militia, french_foot_sergeants, french_foot_sergeants, european_spearmen, european_spearmen, european_archers, european_archers, european_archers, european_armoured_infantry
slave	Northern France ;Count of Nantes	60	france	Mathias_shh de_Nantes	named character	male	-	-	18	119	244	-	-	european_knights, french_mounted_sergeants, french_mounted_sergeants, french_citizen_militia, french_citizen_militia, french_citizen_militia, toulouse_knights, toulouse_archers, toulouse_archers, french_foot_sergeants, french_foot_sergeants, french_foot_sergeants, french_levies, european_spearmen, european_spearmen, european_archers
slave	Gotland rebels	61	sweden	Avair Strabain	named character	male	-	-	42	229	335	-	-	swedish_heathen_lords, swedish_heathen_peasants, swedish_heathen_peasants, swedish_heathens, swedish_heathens, swedish_heathens, scandinavian_mounted_sergeants, scandinavian_younger_sons, european_archers, european_archers, european_archers
slave	Gotland rebels	62	sweden	Likkair Snielli	named character	male	-	-	26	231	335	-	-	swedish_heathen_lords, swedish_heathen_peasants
slave	Gotland rebels	63	sweden	Botair av_Akeback	named character	male	-	-	23	230	333	-	-	swedish_heathen_lords, swedish_heathen_peasants
slave	Northern France ;Brittany, Crusader	64	france	Alan_shh Fergant	named character	male	-	-	14	122	254	-	-	french_knights, french_foot_sergeants, french_foot_sergeants, european_commoner_spearmen, european_commoner_spearmen, european_spearmen, european_spearmen, european_spearmen, european_archers, european_archers, french_mounted_sergeants, french_mounted_sergeants
slave	Isle of Man ; King of Man	65	norway	Amlaib mac_Gofraid	named character	male	-	-	17	95	324	-	-	scandinavian_foot_retinue, irish_raiders, irish_raiders, irish_skirmishers, irish_skirmishers, irish_infantry, irish_heavy_inf, european_spearmen, european_spearmen, norwegian_mounted_patrol, european_archers, european_archers
slave	Isle of Man ; King of Man	66	norway	Gofraid Crovan	named character	male	-	-	40	98	319	-	-	scandinavian_foot_retinue, irish_raiders, irish_raiders, irish_skirmishers,  irish_pikemen, irish_pikemen, irish_heavy_inf, european_spearmen, european_serfs, european_serfs, norwegian_mounted_patrol, european_militia_spearmen, welsh_bandits, european_archers, european_archers
slave	Isle of Man ; King of Man	67	norway	Lagmann mac_Gofraid	named character	male	-	-	21	103	304	-	-	scandinavian_foot_retinue, irish_raiders, irish_raiders, irish_skirmishers, irish_skirmishers, irish_skirmishers, irish_pikemen, irish_heavy_inf,  european_spearmen, european_militia_spearmen, scandinavian_longbowmen, scandinavian_mounted_sergeants, european_archers, european_archers
slave	Sicily ; Emirate of Sicily	68	egypt	Al-Hawas	named character	male	-	-	50	217	171	-	-	muslim_general_companions, egyptian_ballista, egyptian_infantry, egyptian_infantry, european_mounted_sergeants, european_knights, european_knights, muslim_conscripts, muslim_conscripts, egyptian_pikemen, egyptian_pikemen, egyptian_pikemen, muslim_heavy_crossbowmen, muslim_heavy_crossbowmen, shia_militia, shia_militia, shia_militia, european_archers, european_archers
slave	Sicily ; Emirate of Sicily	69	egypt	Ibn_Hamud	named character	male	-	-	29	216	166	-	-	muslim_general_retinue, egyptian_ballista, egyptian_infantry, egyptian_infantry, european_mounted_sergeants, european_knights, european_knights, muslim_conscripts, muslim_conscripts, egyptian_pikemen, egyptian_pikemen, egyptian_pikemen, muslim_heavy_crossbowmen, muslim_heavy_crossbowmen, shia_militia, shia_militia, shia_militia, european_archers, european_archers
-	Italy ; Duke of Naples	70	sicily	Sergius	named character	male	-	-	49	213	196	-	-	-
slave	Italy ; Duke of Naples	71	sicily	Sergius_i	named character	male	-	-	38	215	194	-	-	european_knights, european_serfs, european_serfs, italian_levies, european_spearmen, european_archers, european_crossbowmen, european_crossbowmen, european_armoured_infantry, european_armoured_infantry, norman_cavalry, norman_cavalry, european_mounted_sergeants
slave	Italy ; Duke of Naples	72	sicily	John	named character	male	-	-	23	212	196	-	-	european_knights
slave	Italy ; Duke of Naples	73	sicily	Sergius_ii	named character	male	-	-	5	214	196	-	-	european_knights, ballista, italian_levies, italian_levies, italian_levies, italian_levies, european_spearmen, european_spearmen, european_commoner_spearmen, european_serfs, european_archers, european_archers, european_archers, european_militia_spearmen, european_mounted_sergeants, sicilian_upstart_nobles
slave	Algeria ; ruler of the Hammadids	74	egypt	An-Nasir	named character	male	-	-	46	184	163	-	-	muslim_general_companions
slave	Algeria ; ruler of the Hammadids	75	egypt	Mansur	named character	male	-	-	30	155	164	-	-	muslim_general_retinue
slave	Algeria ; ruler of the Hammadids	76	egypt	Badis	named character	male	-	-	13	161	163	-	-	european_armoured_infantry
slave	Algeria ; ruler of the Hammadids	77	egypt	al-Aziz	named character	male	-	-	11	159	164	-	-	muslim_general_companions
slave	Tunisia ; ruler of the Banu Hilal	78	egypt	Abu_Zayd Al-Hilali	named character	male	-	-	52	188	161	-	-	muslim_general_companions
slave	Tunisia ; ruler of the Zirids	79	egypt	Yahya	named character	male	-	-	14	195	155	-	-	muslim_general_companions
slave	Tunisia ; ruler of the Zirids	80	egypt	Tamim al-Muizz	named character	male	-	-	32	193	152	-	-	muslim_general_retinue
slave	Muslim Spain ; Emirs of Badajoz	81	moors	Umar al-Mutawakkil	named character	male	-	-	31	87	179	-	Taifa_Badajoz	muslim_general_companions, european_mounted_sergeants, berber_archers, berber_skirmishers, muslim_conscripts, muslim_conscripts, sanhaja_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_archers, european_archers, european_archers
slave	Muslim Spain ; ruler of the taifa of Seville	82	moors	Al-Mutamid ibn_Abbad	named character	male	-	-	40	93	169	-	Taifa_Seville	feudal_retinue, muslim_general_companions, european_mounted_sergeants, european_mounted_sergeants, berber_archers, berber_archers, berber_skirmishers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_spearmen, european_archers, european_archers
slave	Muslim Spain ; ruler of the Taifa of Granada	83	moors	Abdallah ibn_Buluggin	named character	male	-	-	42	106	168	-	Taifa_Granada	muslim_general_retinue, muslim_general_companions, european_mounted_sergeants, berber_archers, berber_skirmishers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_spearmen, european_archers, european_archers
slave	Muslim Spain ; governor of the Taifa of Lorca	84	moors	Man Ibn_Sumadih	named character	male	-	-	58	120	171	-	Taifa_Lorca	muslim_general_companions, european_mounted_sergeants, berber_archers, berber_archers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_spearmen, european_spearmen, european_archers
slave	Muslim Spain ; Taifa of Málaga	85	moors	Tamim ben_Badis	named character	male	-	-	33	116	167	-	Taifa_Malaga	muslim_general_companions, european_mounted_sergeants, berber_archers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_spearmen, european_archers
slave	Muslim Spain ;  Taifa of Majorca	86	moors	Ibn_Aglab al-Murtada	named character	male	-	-	25	145	185	-	Taifa_Majorca	muslim_general_retinue, european_mounted_sergeants, berber_archers, berber_archers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_archers, european_archers
slave	Muslim Spain ; Taifa of Murviedro and Sagunto	87	moors	Abu_Isa Lubbun	named character	male	-	-	23	127	191	-	Taifa_Murviedro	muslim_general_companions, european_mounted_sergeants, berber_archers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_spearmen, european_archers
slave	Muslim Spain ; Taifa of Toledo (exile Valencia)	88	moors	Yahya al-Qadir	named character	male	-	-	27	128	179	-	Taifa_Toledo	feudal_retinue, european_commoner_spearmen, european_commoner_spearmen, european_archers
slave	Muslim Spain ; Taifa of Tortosa, Huddid dynasty	89	moors	al-Mundir ad-Dawla	named character	male	-	-	27	129	197	-	Taifa_Tortosa	muslim_general_companions, european_mounted_sergeants, european_commoner_spearmen, european_armoured_infantry, european_spearmen, european_spearmen, european_archers
slave	Muslim Spain ; Taifa of Tortosa, Huddid dynasty	90	moors	Sulayman Sayyid	named character	male	-	-	20	127	195	-	-	muslim_general_retinue, european_commoner_spearmen, european_commoner_spearmen, european_spearmen, european_archers
slave	Muslim Spain ; Taifa of Valencia	91	moors	Abu_Bakr al-Aziz	named character	male	-	-	49	125	184	-	Taifa_Valencia 	feudal_retinue, european_mounted_sergeants, berber_archers, berber_skirmishers, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_spearmen, european_archers, european_archers
slave	Muslim Spain ; Taifa of Valencia	92	moors	Uthman	named character	male	-	-	32	126	184	-	-	muslim_general_retinue, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry
slave	Muslim Spain ; Taifa of Valencia	93	moors	Abu_Ahmad Djafar	named character	male	-	-	30	118	186	-	-	muslim_general_companions, european_mounted_sergeants, berber_archers, european_commoner_spearmen, european_commoner_spearmen
slave	Muslim Spain ; taifa of Zaragoza	94	moors	Ahmad al-Muqtadir	named character	male	-	-	58	125	201	-	Taifa_Zaragoza	muslim_general_retinue, european_mounted_sergeants, berber_archers, berber_skirmishers, european_armoured_infantry, european_armoured_infantry, european_spearmen, european_spearmen, european_archers, european_archers
slave	Muslim Spain ; taifa of Zaragoza, mathmatician, Kitab al-Istikmal,	95	moors	Yusuf al-Mutaman	named character	male	-	-	38	124	198	-	-	muslim_general_retinue, european_commoner_spearmen, european_commoner_spearmen, european_armoured_infantry, european_spearmen, european_archers
slave	Muslim Spain ; taifa of Zaragoza	96	moors	Al-Mustain	named character	male	-	-	24	123	200	-	-	muslim_general_companions, european_mounted_sergeants, european_mounted_sergeants
slave	Muslim Spain ; taifa of Zaragoza	97	moors	Abd ad-Dawla	named character	male	-	-	20	125	197	-	-	muslim_general_companions, berber_skirmishers, european_commoner_spearmen, european_commoner_spearmen
slave	Muslim Spain ; taifa of Zaragoza	98	moors	Abu_Djafar Zafadola	named character	male	-	-	7	121	193	-	-	muslim_general_companions
slave	Sardinia ; Judge of Logudoro	99	pisa	Marianus di_Torres	named character	male	-	-	42	178	194	-	Judge_Logudoro	communes_mounted_sergeants, communes_merchant_cav, communes_infantry, communes_infantry, communes_archers, communes_archers, european_buckler_men, mercenary_heavy_cav
slave	Sardinia ; Judge of Logudoro	100	pisa	Salusio di_Torres	named character	male	-	-	16	180	194	-	psfanc_Sassari	communes_mounted_sergeants, italian_archers, italian_archers, ct_spearmen, italian_levies
slave	Sardinia ; Judge of Gallura	101	pisa	Saltaro di_Torres	named character	male	-	-	40	182	194	-	Judge_Gallura	communes_mounted_sergeants, communes_merchant_cav, communes_infantry, communes_infantry, communes_archers, communes_archers, ravagers, italian_levies
slave	Sardinia ; Judge of Gallura	102	pisa	Torchitorio de_Thori	named character	male	-	-	14	184	196	-	psfanc_Olbia	communes_mounted_sergeants, italian_archers, Scutiferi, ct_spearmen
slave	Sardinia ; Judge of Arborea	103	pisa	Torbeno de_Thori	named character	male	-	-	25	182	188	-	Judge_Arborea	communes_mounted_sergeants, communes_merchant_cav, communes_infantry, Scutiferi, communes_archers, communes_archers, Scutiferi, european_crossbowmen, european_armoured_infantry
slave	Sardinia ; Judge of Arborea	104	pisa	Orsocorre de_Thori	named character	male	-	-	8	180	188	-	psfanc_Oristano	communes_mounted_sergeants, italian_archers, Scutiferi, ct_spearmen, italian_levies, italian_archers
