Building	Capability	Capability Requirements
Dastakert	recruits_exp_bonus bonus 1	factions { armenia, slave, }
Dastakert	trade_base_income_bonus bonus 4	factions { armenia, slave, }
Datastanagirk	happiness_bonus bonus 1	factions { armenia, slave, }
Datastanagirk	law_bonus bonus 14	factions { armenia, slave, }
Datastanagirk	population_growth_bonus bonus 1	factions { armenia, slave, }
Datastanagirk	recruits_exp_bonus bonus 1	factions { armenia, slave, }
Datastanagirk	trade_base_income_bonus bonus 7	factions { armenia, slave, }
Dawlat_kana	law_bonus bonus 1	-
Dawr_al_satr	agent assassin 1	factions { egypt, syria, slave, }
Dawr_al_satr	agent_limit assassin 2	factions { egypt, syria, slave, }
Dawr_al_satr	law_bonus bonus 2	factions { egypt, syria, slave, }
Dawr_al_satr	population_growth_bonus bonus 1	factions { egypt, syria, slave, }
Dawr_al_satr	population_health_bonus bonus 1	factions { egypt, syria, slave, }
De_conditionalibus	pope_disapproval 1	-
De_conditionalibus	construction_cost_bonus_stone bonus 10	factions { england, slave, }
De_conditionalibus	construction_cost_bonus_wooden bonus 10	factions { england, slave, }
De_conditionalibus	free_upkeep bonus 1	factions { england, slave, }
De_conditionalibus	happiness_bonus bonus -1	factions { england, slave, }
De_conditionalibus	happiness_bonus bonus 3	factions { england, slave, }
De_conditionalibus	law_bonus bonus 8	factions { england, slave, }
De_conditionalibus	population_health_bonus bonus -1	factions { england, slave, }
De_conditionalibus	retrain_cost_bonus bonus 1	factions { england, slave, }
De_conditionalibus	trade_base_income_bonus bonus 9	factions { england, slave, }
De_conditionalibus	recruit_pool "english_elite_longbowmen"  1   0.3   2  0	factions { england, slave, } and event_counter is_player_autonomy 0
Deoba	happiness_bonus bonus 2	factions { georgia, slave, }
Deoba	law_bonus bonus 4	factions { georgia, slave, }
Deoba	population_growth_bonus bonus 1	factions { georgia, slave, }
Deoba	trade_base_income_bonus bonus 4	factions { georgia, slave, }
Deputacion_General	law_bonus bonus 4	factions { aragon, slave, }
Deputacion_General	trade_base_income_bonus bonus 6	factions { aragon, slave, }
Descalecat	recruit_pool "wallachian_bodyguards"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "wallachian_courtiers"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "wallachian_heavy_horsearchers"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "wallachian_horsearchers"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "wallachian_morningstars"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "wallachian_spearmen"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	recruit_pool "Wagon Fort"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Descalecat	population_growth_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Descalecat	law_bonus bonus 1	factions { cumans, slave, slave, }
Descalecat	law_bonus bonus -1	factions { hungary, slave, }
Descalecat	trade_base_income_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Descalecat	recruits_exp_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Descalecat	retrain_cost_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Descriptio	law_bonus bonus 6	factions { sicily, slave, }
Descriptio	population_growth_bonus bonus 2	factions { sicily, slave, }
Descriptio	population_health_bonus bonus 2	factions { sicily, slave, }
Descriptio	trade_base_income_bonus bonus 4	factions { sicily, slave, }
desiatina	happiness_bonus bonus 5	-
desiatina	law_bonus bonus 2	-
desiatina	population_health_bonus bonus 3	-
Devetum	retrain_cost_bonus bonus 2	factions { venice, milan, cumans, slave, }
Devetum	recruits_exp_bonus bonus 1	factions { venice, milan, cumans, slave, }
Devetum	population_health_bonus bonus -2	factions { venice, milan, cumans, slave, }
devsirme	law_bonus bonus 1	-
Deymikiri	population_growth_bonus bonus 1	factions { seljuks, slave, }
Deymikiri	population_health_bonus bonus 1	factions { seljuks, slave, }
diachia	law_bonus bonus 2	factions { kiev, slave, }
diplomacy_prikaz	agent_limit diplomat 1	-
diplomacy_prikaz	agent diplomat 1	factions { kiev, slave, }
diplomacy_prikaz	law_bonus bonus 4	factions { kiev, slave, }
diplomacy_prikaz	trade_base_income_bonus bonus 2	factions { kiev, slave, }
Distress	construction_cost_bonus_stone bonus 10	factions { england, slave, }
Distress	construction_cost_bonus_wooden bonus 10	factions { england, slave, }
Distress	free_upkeep bonus 1	factions { england, slave, }
Distress	happiness_bonus bonus -1	factions { england, slave, }
Distress	law_bonus bonus 6	factions { england, slave, }
Distress	population_health_bonus bonus -1	factions { england, slave, }
Distress	retrain_cost_bonus bonus 1	factions { england, slave, }
Distress	trade_base_income_bonus bonus 3	factions { england, slave, }
Divan_al_jaysa	construction_cost_bonus_stone bonus 40	factions { seljuks, slave, }
Divan_al_jaysa	construction_cost_bonus_wooden bonus 40	factions { seljuks, slave, }
Divan_al_jaysa	happiness_bonus bonus 1	factions { seljuks, slave, }
Divan_al_jaysa	law_bonus bonus 2	factions { seljuks, slave, }
Divan_al_jaysa	population_growth_bonus bonus 2	factions { seljuks, slave, }
Divan_al_jaysa	recruits_exp_bonus bonus 2	factions { seljuks, slave, }
Divan_al_jaysa	retrain_cost_bonus bonus 3	factions { seljuks, slave, }
Divan_al_jaysa	trade_base_income_bonus bonus 2	factions { seljuks, slave, }
Divan_e_ala	cavalry_bonus bonus 1	factions { seljuks, slave, }
Divan_e_ala	construction_cost_bonus_stone bonus 40	factions { seljuks, slave, }
Divan_e_ala	construction_cost_bonus_wooden bonus 40	factions { seljuks, slave, }
Divan_e_ala	happiness_bonus bonus 1	factions { seljuks, slave, }
Divan_e_ala	law_bonus bonus 2	factions { seljuks, slave, }
Divan_e_ala	population_growth_bonus bonus 2	factions { seljuks, slave, }
Divan_e_ala	recruits_exp_bonus bonus 3	factions { seljuks, slave, }
Divan_e_ala	retrain_cost_bonus bonus 4	factions { seljuks, slave, }
Divan_e_ala	trade_base_income_bonus bonus 10	factions { seljuks, slave, }
Diwan_al_askar	construction_cost_bonus_stone bonus 40	factions { seljuks, slave, }
Diwan_al_askar	construction_cost_bonus_wooden bonus 40	factions { seljuks, slave, }
Diwan_al_askar	happiness_bonus bonus 1	factions { seljuks, slave, }
Diwan_al_askar	law_bonus bonus 2	factions { seljuks, slave, }
Diwan_al_askar	population_growth_bonus bonus 2	factions { seljuks, slave, }
Diwan_al_askar	recruits_exp_bonus bonus 1	factions { seljuks, slave, }
Diwan_al_askar	retrain_cost_bonus bonus 2	factions { seljuks, slave, }
Diwan_al_askar	trade_base_income_bonus bonus 2	factions { seljuks, slave, }
Diwan_alAm	law_bonus bonus 2	-
Diwan_alAm	population_health_bonus bonus -1	-
Diwan_alAm	trade_base_income_bonus bonus 4	-
Diwan_alAzim	happiness_bonus bonus 2	factions { egypt, moors, seljuks, syria, turks,  slave, }
Diwan_alAzim	law_bonus bonus 3	factions { egypt, moors, seljuks, syria, turks,  slave, }
Diwan_alAzim	trade_base_income_bonus bonus 5	factions { egypt, moors, seljuks, syria, turks,  slave, }
Diwan_iChas	happiness_bonus bonus 1	factions { egypt, moors, seljuks, syria, turks,  slave, }
Diwan_iChas	law_bonus bonus 2	factions { egypt, moors, seljuks, syria, turks,  slave, }
Diwan_iChas	trade_base_income_bonus bonus 3	factions { egypt, moors, seljuks, syria, turks,  slave, }
dockyard	population_growth_bonus bonus 3	-
dockyard	population_health_bonus bonus -2	-
dockyard	trade_base_income_bonus bonus 6	-
dockyard	trade_fleet 9	-
dockyard	recruit_pool "galley_ships"  1   0.3   2  0	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  egypt, moors, seljuks, syria, turks,  slave, } and event_counter is_player_autonomy 0
dockyard	recruit_pool "mediterranean_barques"  1   0.3   2  0	factions { armenia, byzantium, georgia,  aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  egypt, moors, seljuks, syria, turks,  slave, } and event_counter is_player_autonomy 0
dockyard	recruit_pool "holks_and_cogs"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   hungary, slave, slave, } and event_counter is_player_autonomy 0
dockyard	recruit_pool "longships"  1   0.3   2  0	factions { denmark, sweden, norway, lithuania, kiev, novgorod, england, sicily, slave, } and event_counter is_player_autonomy 0
dockyard	recruit_pool "eastern_ships"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
dockyard	recruit_pool "venetian_marines"  1   0.3   2  0	factions { venice, slave, } and event_counter is_player_autonomy 0
dockyard	population_growth_bonus bonus 3	resource fish
Dominicum	construction_cost_bonus_stone bonus 60	-
Dominicum	construction_cost_bonus_wooden bonus 60	-
Dominicum	happiness_bonus bonus -3	-
Dominicum	law_bonus bonus 14	-
Dominicum	population_growth_bonus bonus 3	-
Dominicum	retrain_cost_bonus bonus 6	-
Dominicum	trade_base_income_bonus bonus -10	-
Dominicum	recruit_pool "portugugese_bodyguards"  1   0.3   2  0	factions { portugal, slave, } and event_counter is_player_autonomy 0
Domnesc	law_bonus bonus 1	factions { cumans, slave, slave, }
Domnesc	law_bonus bonus -1	factions { hungary, slave, }
Domnesc	trade_base_income_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Domnesc	recruits_exp_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Domnesc	retrain_cost_bonus bonus 1	factions { hungary, cumans, slave, slave, }
Domnesc	recruit_pool "wallachian_bodyguards"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Domnesc	recruit_pool "wallachian_courtiers"  1   0.3   2  0	factions { hungary, cumans, slave, slave, }
Domus	happiness_bonus bonus 1	factions { papal_states, }
Domus	law_bonus bonus 8	factions { papal_states, }
Domus	population_growth_bonus bonus 1	factions { papal_states, }
Domus	trade_base_income_bonus bonus 3	factions { papal_states, }
Domus	recruit_pool "papal_guard"  1   0.3   2  0	factions { papal_states, } and event_counter is_player_autonomy 0
drainage	population_health_bonus bonus 4	-
drill_square	free_upkeep bonus 1	-
drill_square	law_bonus bonus 3	-
drill_square	population_growth_bonus bonus 1	-
drill_square	retrain_cost_bonus bonus 1	-
drill_square	weapon_melee_blade 1	-
drill_square	recruit_pool "norman_cavalry"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "iberian_militia"  1   0.3   2  0	factions { aragon, portugal, spain, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "scandinavian_heavy_inf"  1   0.3   2  0	factions { denmark, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "european_garrison"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "european_halberdiers"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "european_militia_spearmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "european_spearmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "scandinavian_foot_retinue"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "scandinavian_heavy_crossbowmen"  1   0.3   2  0	factions { denmark, sweden, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "irish_skirmishers"  1   0.3   2  0	factions { england, scotland, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "french_knights"  1   0.3   2  0	factions { france, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "french_levies"  1   0.3   2  0	factions { france, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "hre_foot_servants"  1   0.3   2  0	factions { hre, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "lithuanian_knights"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "lithuanian_regular_cav"  1   0.3   2  0	factions { lithuania, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "communes_infantry"  1   0.3   2  0	factions { milan, pisa, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "italian_archers"  1   0.3   2  0	factions { milan, pisa, venice, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "norwegian_foot_royal_retinue"  1   0.3   2  0	factions { norway, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "norwegian_retainers"  1   0.3   2  0	factions { norway, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "ct_spearmen"  1   0.3   2  0	factions { pisa, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "polish_mounted_men_at_arms"  1   0.3   2  0	factions { poland, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "scottish_levies"  1   0.3   2  0	factions { scotland, slave, } and event_counter is_player_autonomy 0
drill_square	recruit_pool "sicilian_spearmen"  1   0.3   2  0	factions { sicily, slave, } and event_counter is_player_autonomy 0
Duokle	happiness_bonus bonus -2	factions { lithuania, slave, }
Duokle	law_bonus bonus 6	factions { lithuania, slave, }
Duokle	population_growth_bonus bonus 2	factions { lithuania, slave, }
Duokle	retrain_cost_bonus bonus 2	factions { lithuania, slave, }
Durim	law_bonus bonus 4	factions { cumans, seljuks, slave, }
Durim	population_growth_bonus bonus 2	factions { cumans, seljuks, slave, }
Durim	trade_base_income_bonus bonus 2	factions { cumans, seljuks, slave, }
Dvaras	armour 3	factions { lithuania, slave, }
Dvaras	law_bonus bonus 12	factions { lithuania, slave, }
Dvaras	population_growth_bonus bonus 6	factions { lithuania, slave, }
Dvaras	population_health_bonus bonus 2	factions { lithuania, slave, }
Dvaras	retrain_cost_bonus bonus 2	factions { lithuania, slave, }
dvortsovyi	law_bonus bonus 12	factions { kiev, slave, }
dvortsovyi	trade_base_income_bonus bonus 1	factions { kiev, slave, }
Ekklesia	agent_limit priest 2	-
Ekklesia	happiness_bonus bonus 4	-
Ekklesia	religion_level bonus 5	-
Ekklesia	agent priest 1	factions { armenia, byzantium, egypt, kiev, lithuania, novgorod, sicily, turks, slave, } and event_counter is_player_autonomy 0
Elein	law_bonus bonus 4	-
Elein	recruit_pool "bombard"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
Elein	recruit_pool "catapult"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
Elein	recruit_pool "mortar"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
Elein	recruit_pool "ribault"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
