Reference Name	English Names (more or less)	In-game Name (Native Name)	In-game Description	In-game Summary Description	Broad Role	Explanation of the Unit	Building to be Assigned To	Hidden Resource Req?	Availability	Where is the unit From?	Era of Availability	General Unit?	Social Class	Function	Formation	Equipment	First Weapon	Secondary Weapon	Placeholder Unit	Placeholder Weapons	Extra Info	Reference Imagery	Category	Class	Unit's voice	Accent	Banner of Faction	Crusade Banner	Unit Size	Soldier Model	Number of Soliders	Extra Animals Engines	Mass of Infantry	Officers Models			Type of Ship	Type of Engine	Type of Animals	Type of Mount	Bonus Against	Abilities	Misc Attributes	Normal Spacing	Loose Spacing	Default No. of Ranks	Formation (1-2)	hp	Mount hp	Primary Weapon Attack	Charge Bonus	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Secondary Weapon Attack	Charge	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Armour	Def Skill	Shield	Sound When Hit	Animal Mount Armour	Def Skill	Sound When Hit	Fatigue in Heat	Scrub Mod	Sand Mod	Forest Mod	Snow Mod	Grade of Unit (1-5)	Morale	Discipline	Training	Distance to Charge	Delay Between Anims	Suggested Price	Suggested Upkeep	Recruitment Time	Unit Price	Upkeep Cost	Weapon Upgrade Cost	Armour Upgrade Cost	Custom Battle Cost	Custom Battle Max	Custom Battle Increase	Minimum Soldiers	Smith Levels Needed	Models	Ownership Factions and/or Cultures	Ownership for MP Early Era	Ownership for MP High Era	Ownership for MP Late Era	Priority in Recruitment	Unit Speed Modificator
templar_sergeants	Templar sergeants	Pauperes Servientes	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	Templars crossbow foot sergeants	-	-	All Catholics	(requires post crusade)	early, high	-	freemen	elite		BASE:gambeson, UP1: mail, UP2: heavy mail, UP3: none, SHIELD: kite/heater on back, HELMET: yes	Light crossbow	arming sword	-	-	-	http://www.irishmasonicjewels.ie/Templar%2-Seal.jpg	infantry	missile	light	English	main_missile	-	100	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	druid	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	2500	175	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	northern_european, southern_european, central_european	northern_european, southern_european, central_european	northern_european, southern_european, central_european	northern_european, southern_european, central_european	-	1
teutonic_gunners	Teutonic Order gunners	Lotbüchsen	PLACEHOLDER GUNNERS	PLACEHOLDER GUNNERS	gunners	small unit, cheap, lesser skills, good morale	-	-	HRE	-	late	-	freemen	army		BASE:gambeson and mail, UP1: heavy mail, UP2: partial plate, UP3: , SHIELD: , HELMET: yes	handgun	estoc	-	-	-	-	infantry	missile	light	English	main_missile	-	-	Hand_Gunners	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, gunpowder_unit, gunmen, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	13	2	hand_gun_bullet	55	20	missile	missile_gunpowder	piercing	none	, musket_shot_set,	25	1	-	-	-	ap	11	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	6	0	metal	0	0	flesh	5	1	-2	3	2	3	5	normal	trained	30	0	-	-	1	650	150	75	55	650	4	160	-	3, 4	Hand_Gunners	hre	hre	hre	hre	-	1
teutonic_knights	Teutonic order Confratres	Consanguinei domus Theutonicorum	Layknights of the Teutonic order, also called Confratres although this definition was not always clear nor was the term 'Halbbrüder'. However, knights that had come to support (even at times literally save the Ordenstaat) men particularly from German states and Bohemia saw themselves not as full brothers of the Order, but as 'relatives' or Consanguinei- literally 'same blood'. These men were formally pilgrims but in reality were just nobles that had attached themselves to the Order's forces as a form of penance or more cynically, to elevate their own status. Typically they only served for short campaigns, perhaps no more than a year. Most Orders particularly those in Spain or the Holy Land that were more stationary, had layknights attached to the Chapter Houses as Donati- who would literally donate and financially support the local monks, even working on their lands with them. For the Teutonic Order things were different whilst on the Northern Crusades, whilst it was relatively easy to acquire such men -some political wrangling was often required by the Order, and a few bribes to kickstart the call to arms in the homelands. However, in the field, these men lived off the Order and didn't help on the Order's estates to pay their way. Indeed, they were designed primarily as a sort of short-term military contractor. As such they couldn't be kept on the lists for long, but since the Order knights themselves were fairly limited these conscripted crusaders were very useful in adding bulk to the Order's forces. The Northern Crusades attracted adventurers from as far afield as Scotland and Hungary but not always of knightly stock, in fact many were merely sergeants. On top of that, they did not fight as an organised team nor did they possess a great deal of motivation for their cause- nonetheless they were the more common 'half-brother' blood in the body of the Order.	PLACEHOLDER HEAVY CAVALRY	heavy cavalry	small unit, cheap, lesser skills, good morale	-	-	HRE. Bohemia, hungary	(requires post crusade)	high, late	yes	freemen	elite		BASE:full mail, UP1: coat of plates, UP2: plate, UP3: none, SHIELD: , HELMET: 	lance	cinquedea 	Halbbruder	lance/sword	low recruitment, high upkeep. Unlimited pool. Lack discipline and cohesion. Less morale.	http://www.medievalwarfare.info/pics/albegensian.jpg	cavalry	heavy	heavy	English	main_cavalry	-	50	Feudal_Knights	32	0	1	-	-	-	-	-	-	barded horse	elephant -4, camel -4	druid, wedge?	sea_faring, hide_forest, hardy, can_withdraw, can_formed_charge, knight, general_unit	2, 4.4	3, 6	2	square, wedge	1	0	10	6	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	11	4	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	5	4	metal	0	0	flesh	5	0	-2	-4	0	-	9	impetuous	trained	45	0	5250	1850	1	730	250	120	95	730	4	180	-	3, 4	Feudal_Knights	hre, bohemia, hungary	hre, bohemia, hungary	hre, bohemia, hungary	hre, bohemia, hungary	-	1
teutonic_pikemen	Teutonic Order pikemen	Spiessen	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	small unit, cheap, lesser skills, good morale	-	-	HRE	-	late	-	freemen	army		BASE:gambeson and mail, UP1: heavy mail, UP2: partial plate, UP3: , SHIELD: , HELMET: yes	Lanzalonga	estoc	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	3	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	hre	hre	hre	hre	-	1
teutonic_sergeant_crossbowmen	Teutonic Order Sergeants	Sariantbrüder 	Brother-Sergeants were also known as Graumäntler or grey-cloaks due to their grey surcoats and the added distinction of the half-cross or Tau. Like most military Orders, originally there was little distinction in class between knigts and sergeants, if at all. However as medieval society began to deepen the rift between the class and elevate the chivalric nobles- sergeants became second class. Termed 'Andere Brüder' or 'secondary brothers' they were not given as much statuis as the knights, nonetheless the reality was that they were much more numerous than the knights, and were the true backbone of the Ordenstaat army. The crossbow is constantly recurrent in the Order sources as a stable weapon of the troops used in massive numbers.	PLACEHOLDER ARCHER UNIT	archers	monastic lesser noble foot knights	-	-	HRE. Bohemia, hungary	any	all (requires post-crusade)	-	freemen	elite		BASE:gambeson/mail, UP1: heavy mail, UP2: partial plate, UP3: none, SHIELD: , HELMET: 	Light crossbow	military axe twohander	Livonian auxilaries	crossbow/sword	Greay surcoats with Tau cross. Less limited recruitment pool	http://upload.wikimedia.org/wikipedia/commons/a/aa/Codex_Manesse_Tannh%C3%A4user.jpg	infantry	missile	light	English	main_missile	-	100	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	3000	175	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	hre, bohemia, hungary	hre, bohemia, hungary	hre, bohemia, hungary	hre, bohemia, hungary	-	1
toulouse_archers	Toulouse militia	Milice Communale de Toulouse	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	Toulouse city militia	-	-	France, italian mercenaries	Toulouse	early, high	-	freemen	militia		BASE:gambeson, UP1: mail, UP2: none, UP3: none, SHIELD: none, HELMET: yes	Light crossbow	polearm	crossbow militia	crossbow/knife	-	http://www.liebaart.org/figuren/oxtafer3.jpg	infantry	missile	light	English	main_missile	-	100	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	free upkeep, good vs. armor	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	france	france	france	france	-	1
trebuchet	Trebuchet	Trebuchet	PLACEHOLDER SIEGE ENGINE	PLACEHOLDER SIEGE ENGINE	siege	-	-	-	all	all	all	-	freemen	normal		BASE:elite, UP1: siege, UP2: artillery, UP3: , SHIELD: Trebuchet, HELMET: 				-	-	http://www.medievalwarfare.info/pics/crusadearms/war.jpg	siege	missile	heavy	English	main_infantry	-	-	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	all	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	all, slave	all, slave	all, slave	all, slave	-	1
turcoman_horse_archers	Turcomans	Türkmân	The Turkomen also known as Oghuz Turks (a linguistic term designating the Western Turkic or Oghuz languages from the Oghur languages) were a historical Turkic tribal confederation in Central Asia during the early medieval Turkic expansion. The name Oghuz is just the Common Turkic word for 'tribe'. They are referred to as 'Western Turks' because they moved west from other Turkic peoples after the Göktürk empire collapsed, and because the majority of the areas in which they inhabit today (except Turkmenistan and the Turkmen Sahra) are west of the Caspian Sea, while those referred to as 'Eastern Turks' live east of the Caspian Sea. The founders of the Ottoman Empire were also Oghuz Turks. In the 9th century, the Oghuz Turks from the Aral steppes drove the Pecheneg Turks of the Emba region and the River Ural toward the west. In the 10th century they inhabited the steppe of the rivers Sari-su, Turgai, and Emba to the north of Lake Balkhash of modern day Kazakhstan. A clan of this nation, the Seljuks, embraced Islam and in the 11th century entered Persia, where they founded the Great Seljuk Empire. Similarly, in the 11th century a Tengriist Oghuz clan—referred to as Uzes or Torks in the Russian chronicles—overthrew Pecheneg supremacy in the Russian steppe. Harried by another Turkic horde, the Kipchaks—a branch of the Kimaks of the middle Irtysh or of the Ob—these Oghuz penetrated as far as the lower Danube, crossed it and invaded the Balkans, where they were either crushed or struck down by an outbreak of plague, causing the survivors either to flee or to join the Byzantine imperial forces as mercenaries (1065). Those Uzes or Torks who settled along the Russian frontier were gradually Slavicized though they also played a leading role as cavalry in twelfth and early thirteenth century Russian armies where they were known as "Black Hoods".... Oghuz warriors served in almost all Islamic armies of the Middle East from the eleventh century onwards, in Byzantium from the ninth century, and even in Spain and Morocco. They founded several dynasties and provided the core for several empires including the Seljuks, White Sheep Turcomans, Black Sheep Turcomans, Afsharids, Ottomans, Qajars, and Artuqids. In the Crusades, turcopoles, turcoples, turcopoli or turcopoliers (from the Greek: Τουρκόπουλοι, 'sons of Turks') were locally recruited mounted archers employed by the Christian states of the Eastern Mediterranean. The crusaders first encountered turcopoles in the Byzantine army during the First Crusade. These auxiliaries were the children of mixed Greek and Turkish parentage, and were at least nominally Christian although some may have been practising Muslims. Some Byzantine turcopole units accompanied the First Crusade and may have provided a model for the employment of indigenous auxiliary light horse in the crusader states.	PLACEHOLDER HORSE ARCHERS	horse archers	huge, cheap, large rec pool, good stats	-	-	Regional	Anatolia, Persia	-	yes	freemen	superior		BASE:silk, UP1: leather cuirass, UP2: chainmail, UP3: lamellar, SHIELD: , HELMET: 	Nomad bow	scimitar/metalheaded mace	-	-	-	-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	-	3	normal	untrained	45	0	-	-	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	all, slave	all, slave	all, slave	all, slave	-	1
turkic_horse_archers	Iqtadars	Asâkir-i Kadîm	PLACEHOLDER HORSE ARCHERS	PLACEHOLDER HORSE ARCHERS	horse archers	sergeant horse archers	-	-	Seljuks, Turks	-	-	-	freemen	normal		BASE:chainmail, UP1: lamellar, UP2: , UP3: , SHIELD: , HELMET: 	Nomad bow	scimitar/metalheaded mace	-	-	-	-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	-	3	normal	untrained	45	0	-	-	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	seljuks, turks, byzantium	seljuks, turks, byzantium	seljuks, turks, byzantium	seljuks, turks, byzantium	-	1
turkish_horse_archers	Borderland Turks	Etrâk-i Uc	Etrâk is a word found in many Middle Eastern sources not least in the later Turkish Ottoman period as a reference to their own kind. Historically, all of the Western or Oghuz Turks have been called Türkmen or Turkoman. The word Etrâk was most well-known referring to the warrior units called Uci. Uc means border in Turkic, and were literally men of the borderlands, they joined the campaigns under the command of Amirs, and proved their worth as hardened soldiers, fast and excellent cavalry as a rule, all Turks were horse archers, with mixed equipment but always with the standard silk armour and recurved bow. 	PLACEHOLDER HORSE ARCHERS	horse archers	small unit, lesser rec pool, very cheap, good stats	-	-	Turks	-	-	yes	freemen	superior		BASE:silk, UP1: leather cuirass, UP2: chainmail, UP3: lamellar, SHIELD: , HELMET: 	Nomad bow	scimitar/metalheaded mace	-	-	-	-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	4	3	normal	untrained	45	0	-	-	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	turks, byzantium	turks, byzantium	turks, byzantium	turks, byzantium	-	1
turkish_spearmen	Soldiers of Rum	Rûmî	When the Turks overran Anatolia after the Battle of Manzikert in 1071 the majority of the subject population were of different ethnic groups (non-Turks) but culturally they were unified Romans (Byzantines). The Romans (Rûmî) continued a tradition of suburban feudalism, living on semi-rural estates spread out in the valleys, slopes and outskirts of the vast sprawling cities they were generally speaking civilised and had a tradition as well-equipped, dependable levies.	PLACEHOLDER LIGHT INFANTRY	light infantry	Roman militia	-	-	Turks	Anatolia	-	-	freemen	levy		BASE:unarmored, UP1: leather, UP2: padded, UP3: mail, SHIELD: yes , HELMET: yes	Lanzalonga	military axe short	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	2	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	turks	turks	turks	turks	-	1
venetian_albanian_cavalry	Venetian Light Cavalry	Cimarioti	From Albania, they were mercenaries like the Stradiotti Cavalry. They were very popular with nations like the Venetians who due to their homelands lacked any real cavalry. 	PLACEHOLDER LIGHT CAVALRY	light cavalry	large, cheap, medium stats	-	-	Venice, Rebels	Albania, Croatia	high, late	-	freemen	levy		BASE:n/a, UP1: leather, UP2: mail/brigandine, UP3: none, SHIELD: , HELMET: 	Lanzalonga	military dagger	Stradioti	spear/mace	-	-	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	none	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	5	3	normal	untrained	45	0	3500	1250	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	venice, byzantium, slave	venice, byzantium, slave	venice, byzantium, slave	venice, byzantium, slave	-	1
venetian_elite_militia	Elite Venetian Militia	Guardia della Quarantia	Though Venice was famous for its navy, its army was equally effective. In the 13th century, most Italian city states were already hiring mercenaries, but Venetian troops were still recruited from the lagoon, augmented by cavalry auxillaries from Dalmatia such as the famous Schiavoni. The register of 1338 estimated that 30,000 Venetian men were capable of bearing arms; many of these were skilled crossbowmen, amongst these however were elite guardsmen that protected the Republic government, even from itself, due to the common conspiracies between rival mercantile families. The Quarantia was the Supreme Tribunal office also known as the the Council of the Forty, formerly established in 1179. Its main purpose was a form of senate, although more keyed to maintaining rigid legal controls on all citizens. The office was naturally not immune to corruption or infiltration by the signoria families, however as an ideal it was a bastion of the government. The Guardia were the city police, responsible for high level militia duties, guarding the banks and the important members of state.	PLACEHOLDER HEAVY INFANTRY	heavy infantry	"palace guard"	-	-	venice	Venice	all	yes	freemen	militia		BASE:mail/gambeson, UP1: heavy mail, UP2: partial plate, UP3: n/a, SHIELD: , HELMET: 	guisarme	arming sword/warhammer	Venetian Heavy Infantry	war hammer	none for now	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	limited recruitment	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	5	9	normal	trained	30	0	1500	875	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	venice	venice	venice	venice	-	1
venetian_marines	Oltremarini 	Oltremarini 	Though Venice was famous for its navy, its army was equally effective. In the 13th century, most Italian city states already were hiring mercenaries, but Venetian troops were still recruited from the lagoon, plus feudal levies from Dalmatia (the very famous Schiavoni or Oltremarini) and Istria. The Fanti da mar was the marine corps of the Republic. Their creation is traced back to the time of the Fourth Crusade when the Doge Enrico Dandolo ordered constituted a regiment of ten companies, variously deployed on ships. This body took part in the subsequent Siege of Constantinople (1203-1204). They wore a red jacket, blue shirt and pants, trendy ungara, black cap with bow and boots. In times of emergency, all males between seventeen and sixty years were registered and their weapons were surveyed, with those called to actually fight being organized into companies of twelve. The register of 1338 estimated that 30,000 Venetian men were capable of bearing arms; many of these were skilled crossbowmen. As in other Italian cities, aristocrats and other wealthy men were cavalrymen while the city's conscripts fought as infantry. By 1450, more than 3,000 Venetian merchant ships were in operation. Most of these could be converted when necessary into either warships or transports. The government required each merchant ship to carry a specified number of weapons (mostly crossbows and javelins) and armour; merchant passengers were also expected to be armed and to fight when necessary. A reserve of some 25 (later 100) war-galleys was maintained in the Arsenal. Galley slaves did not exist in medieval Venice, the oarsmen coming from the city itself or from its possessions, especially Dalmatia. Those from the city were chosen by lot from each parish, their families being supported by the remainder of the parish while the rowers were away. Debtors generally worked off their obligations rowing the galleys. Rowing skills were encouraged through races and regattas.	PLACEHOLDER ARCHER UNIT	archers	top level army backbone, cheap, small unit, good stats-melée	-	-	venice	-	high, late	-	freemen	freemen		BASE:brigandine, UP1: partial mail, UP2: partial plate, UP3: , SHIELD: buckler, HELMET: mixed	longbow	cinquedea 	-	-	-	-	infantry	missile	light	English	main_missile	-	tiny	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	5	3	normal	trained	30	0	-	-	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	venice	venice	venice	venice	-	1
