Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
hungarian_count_of_the_pechenegs	-	Besenyők ispánja	This man is the Ispán (Earl) of the "Besenyők" or Pechenegs in Hungary, a semi-nomadic Turkic people of the Central Asian steppes speaking the Pecheneg language which belonged to the Turkic language family. The Pechenegs arrived to Hungary in smaller groups, and they were settled in different, usually uninhabited areas. Most of the Pechenegs served in the armies of the Kingdom, they were part of the vanguard alongside the Szeklers. The Ispán lead the Pecheneg forces in battle, and he served as their chief justice in all disputes. The name the Pechenegs used to refer to themselves was "Becsen".	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	hungarian_count_of_the_pechenegs.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Hungarian_Count_Palatine	-	Nádorispán	This man has been appointed to the office of Nádor. The "Nádor" or "Nádorispán" is the greatest authority in the country after the king. This office was created by St. Stephen. It is named after, and is very alike to the Frank "pfalzgraf" or Palatine/Master of the Palace. At first, the Nádor was only responsible for the managment of menial tasks in the court such as accomodation, food and drink and the like. Later, the powers were expanded, the Nádor became a court judge: anyone who had a quarrel with another noble, had to come and present his/her case to the Nádor. Later, this expanded to the entire country, meaning anyone who had a quarrel had to come before the Nádor, making him the chief judicial authority in the kingdom (with the exception of a few ethnic centers that had their own chief judge such as the Saxons and the Szeklers). He also oversees and organizes the diet of the realm. Therefore the post was seperated, the Nádor still remained a prominent figure and outranked the "Országbíró" or Chief Justice, but not all law cases were presented to the Nádor, only those of the greatest importance. In the absence of the King (during campaigns, or crusades) the Nádor became governor of the country. The most noteable Nádor is Sámuel Aba, who after the death of Saint Stephen became king. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Hungarian_Treasuer.tga	-	-	QRS	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
hungarian_factionheir	-	Herceg	The Herceg (Prince) is the designated heir to the throne of Hungary in medieval times. However, in Hungary, the importance and power of the Princes was quite different compared to western Europe. The Prince was the lord of the "Tercia pars regni" (i.e., one-third part of the kingdom) or Ducatus (Dukátus). The symbol of the ducal power was a sword, while the royal power was represented by the crown. The exact borders of the "Tercia parsi regni" have not been determined yet. The counties entrusted to the members of the ruling dynasty did not form a separate province within the kingdom, but they were organized around two or three centers.The eastern block of the counties were located around Byhoriensis, a city that was also the see of a Roman Catholic diocese in that time. The north-western parts of the territories were centered around Nyitra. A third possible center of the territories was Kraso (near the southern border). The dukes' principal hunting-grounds lay in the "Holy Forest" (Igyfon) on the territory of the Erdélyi-Szigethegység in Transylvania.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_count_of_the_pechenegs.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
hungarian_grand_duke_of_croatia	-	Horvát Bán	This man is the 'Horvát Bán' or Ban of Croatia, a title granted to him by the reigning monarch of Hungary. He is tasked with governing Croatia in the absence of the King. In medieval Hungary the Bánok or Bans were administrators governing special autonomous territories, or Bánságok (Banates). His authority is supreme on the land governed by him (the Banat), as he is the commander-in-chief, chief justice and financial administrator of his realm. The various landowners and lords answered to him, not to the King. They could organize and upkeep military forces of their own for defensive purposes. Historically the Banates were located to the south of Hungary. The most important ones were: the Szlavón (Slavonia) bánság, the Horvát (Croatia) bánság, the Sói (Northern Bosnia) bánság and the Szörényi (Western Wallachia) bánság. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_grand_duke_of_croatia.tga	-	-	3	Authority +2, TroopMorale +1, Law +2, BattleSurgery +2, Farming +2
hungarian_grand_duke_of_slavonia	-	Szlavón Bán	This man is the 'Szlavón bán' or Ban of Slavonia, a title granted to him by the reigning monarch of Hungary. In medieval Hungary the Bánok or Bans were administrators governing special autonomous territories, or Bánságok (Banates). His authority is supreme on the land governed by him (the Banat), as he is the commander-in-chief, chief justice and financial administrator of his realm. The various landowners and lords answered to him, not to the King. They could organize and upkeep military forces of their own for defensive purposes. Historically the Banates were located to the south of Hungary. The most important ones were: the Szlavón (Slavonia) bánság, the Horvát (Croatia) bánság, the Macsói (Northern Bosnia and Ráska) bánság and the Szörényi (Western Wallachia) bánság. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_grand_duke_of_slavonia.tga	-	-	3	Authority +2, TroopMorale +1, Law +2, BattleSurgery +2, Farming +2
hungarian_grand_master_order_of_st_stephen	-	A Cruciferi Santi Stephani Regis Nagymestere	This man is the Nagymestere, or the Grand Master of the Cruciferi Sancti Stephani Regis (Hungarian: Szent István Király Keresztesei) or Stephanites, a Hungarian monastic order. Following the successful first Crusade and the reclaiming of Jerusalem, pilgrims in the numbers of thousands began to flock to the holy city. The need for hospitals and shelters along the land route towards the holy land for the pilgrims, knights and soldiers also grew, and in response the order was established sometime between 1150 and 1160 by King Géza II of Hungary. The center of the order was the hospital located in Esztergom, which was named after Saint Stephen, a Hungarian king (he established the medieval Hungarian Kingdom) that became the first sanctified monarch in the history of the world. The order was therefore named after the Saint King. It's members were however not exclusively from Hungary. Both secular men and clergymen were allowed to join the order, if they followed the strict Christian values promoted by Saint Stephen as well as the 13 knightly virtues, in accordance with the regulations of Saint Augustine of Hippo. The ranks within the order were: the "várománoyosok" or members who were waiting to be knighted, the "Lovag" or Knight, and from the Knights anyone could became a Master of his chapter. The Grandmaster of the order is elected by these Masters. According to the order, the greatest knightly virtue was love, with the duties of the order being specified as: the defense of the holy Church, the protection of Christianity and the faithful service of God. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_grand_master_order_of_st_stephen.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
hungarian_knights_of_the_golden_spur	-	Aranysarkantyús lovag	This man has been made a Knight of the Golden Spur (Aranysarkantyús lovag). The Knights of the Golden Spur were not a secular or monastic order, and they did not have any specific mission, or duties, it was simply a ceremonial title that was granted to nobles of high stature during the crowning of a new monarch in Hungary. The name derives from the fact that during their inauguration, they had to wear golden spurs on their boots. The new knights were granted a sword, a golden necklace and a purple dress. The title was awarded to those who proved themselves on the field of battle. It seems the knights had a ceremonial position, as they were present during diplomatic talks between monarchs, and they were the bodyguards of several Hungarian princesses. 	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	hungarian_knights_of_the_golden_spur.tga	-	-	n/a	Loyalty +1, Law +1, TroopMorale +1, TrainingUnits -1, MovementPoints +20
hungarian_lord_chief_justice	-	Országbíró	This man is the Hungarian Lord Chief Justice or 'Országbíró'. He is the third greatest law authority in the state, after the King, and the Nádor. Like the Nádor, he settles disputes, carries out royal orders that have been certified under seal, and evidences in court cases must be presented to him. Usually barons were appointed to this position. Noteable Chief Justices are: Atyusz of Vázsony (Who participated in the 5th Crusade) and Ákos Ernye (Who fought at the battle on the Marchfeld where the Czech king Ottokar the Second was defeated) and Geregye Pál (Who was one of the chief architects of the rebirth of Hungary, following the onslaught of the Mongols from 1241 to 1242).	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_judge_of_the_royal_court.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
hungarian_marshall_of_hungary	-	Főlovászmester	This man is the Master of the horses (Latin: agasonum regalium magister) was the officer in charge of the Kings pastures. Later the position was expanded, and the Főlovászmester became the Marshall of Hungary. In Hungary, the central stud was at Csepel Island, but they were the royal stud farms around the royal estates as well. Horses were required for the army, the royal messengers and for the court itself. Along the borders between counties, there were stations with horses, so the messengers of the court could change horses and continue to travel without stopping. This was a position of high honor, as the King of Hungary had the biggest force in the country, which was mainly cavalry, and his soldiers were given horses from the King's horse studs. His duties also included organizing the accommodation of the members of the nobility who had to participate in the annually held diets.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_marshall_of_hungary.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
hungarian_master_of_janitors	-	Főajtónálló	This man is the "Ajtónállómester" or the Master of the Royal Court (Messengers and Guards) (magister janitorum). He is responsible for the royal courts messengers, who summon the nobles and figures of state. If he visited a nobleman personally, and did not send one of his subordinates, then the nobleman had to come immediatley to the court. He is also responsible for the safety of the King during court sessions, therefore he is the master of the guard as well. One of the legends surrounding the Ajtónállómester's is the legend of the Crown and the Sword. King Andrew the Ist of Hungary was on his deathbed. His son, Salamon was still young. His brother, Béla wanted the throne for himself. Andrew summoned Béla, and asked him a question: the crown, or the sword? (The Crown representing the Kingdom, and the Sword representing the Principality, a title given usually to young heirs, who were given 1/3 of the Kingdom to rule upon.) The Ajtónállómester, according to legend told Prince Béla to choose the Sword, because If he chose the crown, Andrew would have had him killed. Therefore Béla chose the Sword, but as soon as Andrew died, he usurped the throne for himself. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_master_of_janitors.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
hungarian_master_of_stewards	-	Asztalnokmester	This man is the "Asztalnokmester" (dapiferorum regalium magister) or the master of the royal stewards, he is the inspector of the royal manors, he is also responsible for organizing the meals for the royal family, and he is also a senior offical in the court. The holders of the title were usually high ranking barons.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_Stewards.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
hungarian_master_of_the_cup_bearers	-	Főpohárnok	This man is the "Főpohárnok" (pincernarum regalium magister) or the master of the cup bearers. He is responsible for the organization of feasts and other events that the monarch and the barons attend. He is therefore the supervisor of the kitchens and the royal wine cellars, as well as managing the lower ranking cup-bearers. His ceremonial duties were carrying the sword of King Saint Stephen (István) during coronizations.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_master_of_the_cup_bearers.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
hungarian_order_of_st_stephen	-	Cruciferi Santi Stephani Regis	This man is a member of the Cruciferi Sancti Stephani Regis (Hungarian: Szent István Király Keresztesei) or Stephanites, a Hungarian monastic order. Following the successful first Crusade and the reclaiming of Jerusalem, pilgrims in the numbers of thousands began to flock to the holy city. The need for hospitals and shelters along the land route towards the Holy Land for the pilgrims, knights and soldiers also grew, and in response the order was established sometime between 1150 and 1160 by King Géza II of Hungary. The center of the order was the hospital located in Esztergom, which was named after Saint Stephen, a Hungarian king (he established the medieval Hungarian Kingdom) that became the first sanctified monarch in the history of the world. It's members were however not exclusively from Hungary. Both secular and clergymen were allowed to join the order, if they followed the strict Christian values promoted by Saint Stephen as well as the 13 knightly virtues, in accordance with the regulations of Saint Augustine of Hippo. The ranks within the order were: the "várománoyosok" or members who were waiting to be knighted, the "Lovag" or Knight, and from the Knights anyone could became a Master of his chapter. The Grandmaster of the order is elected by these Masters. According to the order, the greatest knightly virtue was love, with the duties of the order being specified as: the defense of the holy Church, the protection of Christianity and the faithful service of God.	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	hungarian_order_of_st_stephen.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
hungarian_papal_legate	-	Pápai legátus	This man is a Papal Legate designated to represent the Holy See in Hungary. Papal Legates were designated by the Pope himself to oversee missions or diplomatic talks initiated by the Papacy. They were usually chosen from Bishops. There is a difference however in the exact task of certain Legates. The Apostolic Nuncios task is to strengthen relations between the Holy See and the Roman Catholic Church in a particular country and at the same time to act as the diplomatic representative of the Holy See to the leader of that pacticular country. Apostolic Delegates For nations with which the Holy See has no diplomatic ties, an Apostolic Delegate is sent to serve as a liaison with the Roman Catholic Church in that nation. Legate Missus: literally "sent legate", possessing limited powers for the purpose of completing a specific mission - this commission is normally focused in scope and of short duration. In the Middle Ages, papal legates often summoned legatine councils, which dealt with church government and other ecclesiastical issues.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	hungarian_papal_legate.tga	-	-	n/a	Loyalty -3, PersonalSecurity +3, Law -3, TrainingUnits -2
hungarian_royal_earl	-	Udvarispán	This man is the Udvarispán (Lat. comes curiae Eng. Earl of the Royal court), which makes him one of the important members of the royal court. The Udvarispán was the deputy of the Nádor (the Count Palatine of Hungary), and as such his duties included the organization of: all financial matters regarding the court, supplying the court with the day to day needs of the Kings, and he was the judge in judicial matters regarding the members of the Royal court. 	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Hungarian_Count.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
hungarian_secret_chancellor	-	Titkos Kancellár	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_secret_chancellor.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
hungarian_treasurer 	-	Tárnokmester	This man is the "Tárnokmester" or "Főtárnok" (magister tavernicorum) and he is one of the baronial dignitaries. His position names him the master of the royal treasury, finances, and he is responsible for the minting of Royal coins. He collects the "The King's income", monetary taxes of a special nature that certain factions had to pay the King annual. The most important were: Trade tariffs, The Oxen taxes of the Szeklers (sent to each royal feast the royal family held), Urbura - a tax paid after mining precious metals, Extraordinary war taxes (collected when the hostilities were not planned), The taxes of the Jews, Izmaelites and Saracens (Muslim traders) - later on the taxes of the Pechenegs and Vlachs, the annual taxes of the Royal Free Towns (Usually paid in advance at the start of the year),  chamber benefits (the minting of new coins with slightly less precious metals in them, whilst collecting old coins), and the income tax of the Royal Salt mines.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_treasurer .tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
hungarian_voivode_of_transylvania	-	Erdőelve Vajdája	This man has been appointed the "Vajda" or Voivode of Erdőelve (Transylvania) province. The voivode of Erdőelve acted as the governer of Transylvania, in the name of the king. As governer, the power of the Nádor (count palatine) who was the chief judicial authority in the country otherwise had no juristiction in Transylvania, therefore the voivode acted as the chief judicial, military, and political authority in all of Transylvania, with the exception of the Saxon and Szekler territories. Due to the proximity of eastern and southern threats, the voivode had his personal army (that was allowed by the king). The county chiefs, the "Ispán"-s (Earls) report to him aswell. The position is first mentioned in 1111 as "Mercurius princeps Ultrasilvanus". The term voivode itself appears in 1199. Up untill the 13th century, the territory governed by the voivode was only southern Transylvania, however by the end of the century, the voivodeship encompassed all of Transylvania.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	hungarian_voidvode_of_transylvania.tga	-	-	3	Authority +2, TroopMorale +1, Law +2, BattleSurgery +2, Farming +2
